"Indikatorens navn";"Fylke nummer";"Fylke navn";"Verdsatte naturtype";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Gammel furuskog med gamle trær";"2018-2024";1.09;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Gammel høgstaudegråorskog";"2018-2024";0.27;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";17.31;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Kalkrik fjellhei, leside og tundra";"2018-2024";4.87;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Naturbeitemark";"2018-2024";5.32;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Rik sandfuruskog";"2018-2024";1.09;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Sanddyne";"2018-2024";1.16;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Semi-naturlig eng";"2018-2024";12.25;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Slåttemark";"2018-2024";0.17;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Strandeng";"2018-2024";2.08;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Åpen flomfastmark";"2018-2024";29.55;"Yellow"
"ENCACC_002";"Norge";"Norge";"Alle";"2018-2024";5217.1;"Yellow"
